timestamp,latitude,longitude,altitude_m,horizontal_accuracy_m,satellites
2026-06-09T10:10:42,41.32950658,19.81734006,115.51,9.58,10
2026-06-09T10:10:43,41.32944181,19.81740968,111.16,15.36,9
2026-06-09T10:10:44,41.32936493,19.81739318,109.37,21.58,12
2026-06-09T10:10:45,41.32946198,19.8173684,109.43,21.27,10
2026-06-09T10:10:46,41.32945501,19.81754135,113.96,7.8,10
2026-06-09T10:10:47,41.32946455,19.81739965,109.67,16.4,13
2026-06-09T10:10:48,41.32940322,19.81744064,111.16,16.84,14
2026-06-09T10:10:49,41.32953845,19.81753142,115.32,12.28,9
2026-06-09T10:10:50,41.32943638,19.81727827,108.79,9.95,14
2026-06-09T10:10:51,41.32944192,19.81729697,106.18,8.45,11
2026-06-09T10:10:52,41.32940555,19.81749707,107.11,12.13,12
2026-06-09T10:10:53,41.32953932,19.81715931,115,15.47,9
2026-06-09T10:10:54,41.32924485,19.81726401,110.32,13.34,7
2026-06-09T10:10:55,41.32942684,19.81744981,108.24,11.43,7
2026-06-09T10:10:56,41.32939768,19.81743737,113.41,8.75,10
2026-06-09T10:10:57,41.32954529,19.81749977,113.49,15.47,7
2026-06-09T10:10:58,41.32934907,19.81748155,108.34,18.48,10
2026-06-09T10:10:59,41.32938531,19.81745133,106.6,10.11,11
2026-06-09T10:11:00,41.3294199,19.81731949,104.5,15.88,11
2026-06-09T10:11:01,41.32947169,19.81743239,103.72,6.11,11
2026-06-09T10:11:02,41.32941666,19.81739827,109.07,11.24,11
2026-06-09T10:11:03,41.32946919,19.8172809,106.87,17.06,13
2026-06-09T10:11:04,41.32938574,19.8174782,116.5,9.31,9
2026-06-09T10:11:05,41.32943614,19.8174348,110.2,11.46,13
2026-06-09T10:11:06,41.32951812,19.8173805,103.2,19.96,14
2026-06-09T10:11:07,41.3293829,19.81736088,114.97,10.92,7
2026-06-09T10:11:08,41.32945023,19.81729199,110.57,10.41,10
2026-06-09T10:11:09,41.32943853,19.8173927,112.47,16.42,11
2026-06-09T10:11:10,41.32931592,19.81741238,112.39,22.21,11
2026-06-09T10:11:11,41.32939694,19.81731948,111.04,12.99,14
2026-06-09T10:11:12,41.32948085,19.81746293,111.83,17.23,11
2026-06-09T10:11:13,41.32941034,19.81707094,110.84,19.65,11
2026-06-09T10:11:14,41.32936303,19.81722789,106.13,15.37,13
2026-06-09T10:11:15,41.32945611,19.81745528,111.28,12.87,13
2026-06-09T10:11:16,41.32939741,19.81735208,113.58,10.32,12
2026-06-09T10:11:17,41.32943803,19.81737237,109.26,8.01,10
2026-06-09T10:11:18,41.32943807,19.81732168,111.93,18.67,11
2026-06-09T10:11:19,41.32936345,19.81726691,111.47,14.76,13
2026-06-09T10:11:20,41.32945707,19.81747265,116.35,19.6,9
2026-06-09T10:11:21,41.32936765,19.81733349,109.12,18.15,10
2026-06-09T10:11:22,41.32935236,19.81750253,108.98,11.41,11
2026-06-09T10:11:23,41.32937277,19.81744164,109.59,9.02,11
2026-06-09T10:11:24,41.32939887,19.81736148,109.64,15.73,12
2026-06-09T10:11:25,41.32942102,19.81730651,102.05,11.34,9
2026-06-09T10:11:26,41.32937715,19.81733226,107.75,15.58,8
2026-06-09T10:11:27,41.3294519,19.81729819,111.05,10.93,10
2026-06-09T10:11:28,41.32942737,19.8175354,109.97,10.38,11
2026-06-09T10:11:29,41.32938054,19.81739778,107.2,13.41,11
2026-06-09T10:11:30,41.32945877,19.81746891,107.67,17.92,11
2026-06-09T10:11:31,41.32947227,19.81729577,108.76,15.29,8
2026-06-09T10:11:32,41.32941015,19.81740011,107.19,18.95,10
2026-06-09T10:11:33,41.3294046,19.81747204,108.2,8.82,9
2026-06-09T10:11:34,41.32932785,19.81736383,108.11,9.56,11
2026-06-09T10:11:35,41.32939568,19.81746227,113.13,13.63,10
2026-06-09T10:11:36,41.32940181,19.81731079,113.56,23.1,11
2026-06-09T10:11:37,41.3294288,19.81729115,113.27,16.83,11
2026-06-09T10:11:38,41.32940888,19.81741663,111.49,9.52,9
2026-06-09T10:11:39,41.32942985,19.81736256,107.52,13.68,8
2026-06-09T10:11:40,41.32949424,19.81743624,113.36,14.93,10
2026-06-09T10:11:41,41.32934222,19.81724856,108.9,11.61,9
2026-06-09T10:11:42,41.32943665,19.81757167,110.08,16.58,10
2026-06-09T10:11:43,41.32935606,19.81757779,114.68,13.34,9
2026-06-09T10:11:44,41.32932195,19.81715557,110.29,12.74,9
2026-06-09T10:11:45,41.32947081,19.81739451,110.87,19.29,9
2026-06-09T10:11:46,41.329337,19.81740533,105.06,6.82,9
2026-06-09T10:11:47,41.32939164,19.81725917,111.7,9.96,10
2026-06-09T10:11:48,41.32942738,19.81742379,106.57,10.57,12
2026-06-09T10:11:49,41.32946871,19.81727835,113.54,10.44,12
2026-06-09T10:11:50,41.32944676,19.81736326,109.35,10.94,8
2026-06-09T10:11:51,41.3294451,19.81748355,102.17,16.05,10
2026-06-09T10:11:52,41.32941914,19.81734195,108.75,18.61,11
2026-06-09T10:11:53,41.32945526,19.81743108,109.2,17.85,9
2026-06-09T10:11:54,41.32959627,19.81746649,111.7,9.72,13
2026-06-09T10:11:55,41.32934954,19.81741587,112.35,13.55,11
2026-06-09T10:11:56,41.32927641,19.81696144,108.85,15.9,9
2026-06-09T10:11:57,41.3294317,19.81737276,113.55,15.01,8
2026-06-09T10:11:58,41.3294117,19.81753764,98.92,19.48,8
2026-06-09T10:11:59,41.3293185,19.81725203,107.5,11.16,9
2026-06-09T10:12:00,41.32937233,19.81737796,106.11,14.66,10
2026-06-09T10:12:01,41.32952574,19.81735851,105.61,12.35,11
2026-06-09T10:12:02,41.32940914,19.81740719,113.36,15.05,8
2026-06-09T10:12:03,41.32939087,19.8174526,112.9,9.47,7
2026-06-09T10:12:04,41.32942321,19.81751475,107.28,10.1,12
2026-06-09T10:12:05,41.32941022,19.81738026,114.12,10.93,10
2026-06-09T10:12:06,41.32945444,19.81745835,110.36,11.63,10
2026-06-09T10:12:07,41.32952448,19.81743629,108.52,20.5,10
2026-06-09T10:12:08,41.32942176,19.81743485,107.57,18.94,10
2026-06-09T10:12:09,41.32951292,19.81724471,107.28,13.11,9
2026-06-09T10:12:10,41.32939639,19.81732998,111.65,14.73,11
2026-06-09T10:12:11,41.32952929,19.81732298,112.28,7.3,12
2026-06-09T10:12:12,41.32946459,19.81734803,110.83,13.25,12
2026-06-09T10:12:13,41.32940283,19.81742579,102.82,14.67,12
2026-06-09T10:12:14,41.32950194,19.8174577,111.04,18.81,11
2026-06-09T10:12:15,41.32951749,19.81742668,111.98,15.37,9
2026-06-09T10:12:16,41.32946706,19.81736444,107.66,15.82,11
2026-06-09T10:12:17,41.32937892,19.81753385,110.15,15.25,9
2026-06-09T10:12:18,41.3295489,19.81751362,103.48,15.13,11
2026-06-09T10:12:19,41.32947674,19.81737957,105.7,8.13,8
2026-06-09T10:12:20,41.32951991,19.81734626,108.87,12.25,10
2026-06-09T10:12:21,41.32943547,19.81741509,108.92,20.03,10
2026-06-09T10:12:22,41.32944353,19.81749708,111.23,17.46,7
2026-06-09T10:12:23,41.32946916,19.81743039,105.85,16.08,12
2026-06-09T10:12:24,41.32951912,19.81744683,108.81,14.28,11
2026-06-09T10:12:25,41.32947152,19.81739204,108.29,16.77,12
2026-06-09T10:12:26,41.32940263,19.81744039,111.85,10.03,11
2026-06-09T10:12:27,41.32947788,19.81751888,114.97,7.36,10
2026-06-09T10:12:28,41.32954559,19.8173912,116.02,12.4,10
2026-06-09T10:12:29,41.3294684,19.81741907,104.51,16.26,8
2026-06-09T10:12:30,41.32947154,19.81742738,109.83,14.45,9
2026-06-09T10:12:31,41.3294027,19.81742991,106.11,18.26,9
2026-06-09T10:12:32,41.32939562,19.81730858,109.77,15.48,11
2026-06-09T10:12:33,41.32943322,19.81727559,111.48,14.19,11
2026-06-09T10:12:34,41.32944832,19.8173375,110.29,19.58,12
2026-06-09T10:12:35,41.32946925,19.81742312,109.83,18.76,10
2026-06-09T10:12:36,41.3294719,19.8174512,115.19,13.59,11
2026-06-09T10:12:37,41.32954237,19.81737373,112.52,9.37,7
2026-06-09T10:12:38,41.32946559,19.81751106,109.05,10.19,13
2026-06-09T10:12:39,41.32951467,19.81740231,110.08,13.32,12
2026-06-09T10:12:40,41.32945948,19.81741442,113.05,12.46,13
2026-06-09T10:12:41,41.32953229,19.81739942,112.13,20.96,9
2026-06-09T10:12:42,41.32936751,19.81742334,108.51,6.94,8
2026-06-09T10:12:43,41.32942951,19.81746467,103.79,13.73,10
2026-06-09T10:12:44,41.32950677,19.81746226,105.85,9.52,12
2026-06-09T10:12:45,41.32944879,19.81735038,110.51,14.49,11
2026-06-09T10:12:46,41.3295023,19.81752461,103.75,15.61,9
2026-06-09T10:12:47,41.32947428,19.81733703,109.47,12.3,10
2026-06-09T10:12:48,41.32950091,19.81742169,108.41,16.23,9
2026-06-09T10:12:49,41.32948336,19.81739669,113.5,13.17,10
2026-06-09T10:12:50,41.32948521,19.81734147,105.39,13.25,10
2026-06-09T10:12:51,41.32952448,19.81741175,103.24,12.24,8
2026-06-09T10:12:52,41.32949827,19.81736435,108.53,16.73,11
2026-06-09T10:12:53,41.3294974,19.81742314,112.22,14.58,8
2026-06-09T10:12:54,41.32944805,19.81744722,113.74,20.61,7
2026-06-09T10:12:55,41.32941701,19.81752431,106.82,19.33,12
2026-06-09T10:12:56,41.32941188,19.81744111,111.65,16.33,9
2026-06-09T10:12:57,41.32948026,19.81737555,106.11,6,10
2026-06-09T10:12:58,41.32932137,19.8173917,107.38,7.77,13
2026-06-09T10:12:59,41.32937594,19.81743023,111.99,18.14,11
2026-06-09T10:13:00,41.32939162,19.81742727,112.51,12,10
2026-06-09T10:13:01,41.32942565,19.81752571,106.5,14.99,12
2026-06-09T10:13:02,41.32948223,19.81774259,111.66,11.35,9
2026-06-09T10:13:03,41.32949746,19.81739594,103.46,16.18,10
2026-06-09T10:13:04,41.32946363,19.81738271,109.29,18.02,10
2026-06-09T10:13:05,41.32953076,19.81723893,106.03,8.92,11
2026-06-09T10:13:06,41.32948393,19.81738345,107.17,10.58,7
2026-06-09T10:13:07,41.32948113,19.81735302,105.53,7.01,10
2026-06-09T10:13:08,41.32954022,19.81739814,111.94,14.98,10
2026-06-09T10:13:09,41.32939964,19.81745209,111.94,7.01,10
2026-06-09T10:13:10,41.32935242,19.81743708,107.58,12.46,12
2026-06-09T10:13:11,41.32941412,19.81742259,111.31,16.18,11
2026-06-09T10:13:12,41.32938378,19.81743945,110.91,22.64,13
2026-06-09T10:13:13,41.3294931,19.81739616,109.55,15.55,9
2026-06-09T10:13:14,41.32937066,19.81744003,117.55,19.26,9
2026-06-09T10:13:15,41.32942593,19.81700034,107.06,15.09,9
2026-06-09T10:13:16,41.32944609,19.81740732,110.05,15.3,11
2026-06-09T10:13:17,41.32951949,19.8171913,108.66,13.11,9
2026-06-09T10:13:18,41.32943455,19.81740291,108.7,12.39,11
2026-06-09T10:13:19,41.32941142,19.81741214,110.56,18.93,11
2026-06-09T10:13:20,41.32945495,19.81747865,108.97,15.57,8
2026-06-09T10:13:21,41.32942064,19.81738562,106.99,15.41,11
2026-06-09T10:13:22,41.32940356,19.81758689,110.43,11.45,9
2026-06-09T10:13:23,41.32946214,19.81747871,114.14,12.55,9
2026-06-09T10:13:24,41.32947811,19.81742923,113.3,22.68,9
2026-06-09T10:13:25,41.32948157,19.81741523,110.71,13.72,12
2026-06-09T10:13:26,41.3293663,19.81742424,107.43,19.57,11
2026-06-09T10:13:27,41.32938863,19.81736513,110.65,11.81,11
2026-06-09T10:13:28,41.32933084,19.81742437,113.8,17.37,9
2026-06-09T10:13:29,41.32940306,19.81745159,114.17,15.22,10
2026-06-09T10:13:30,41.32943542,19.81747356,111.26,12.3,12
2026-06-09T10:13:31,41.32940839,19.81747396,108.72,16.72,10
2026-06-09T10:13:32,41.3295105,19.817413,109.29,7.52,12
2026-06-09T10:13:33,41.32939527,19.81733147,112.7,16.41,9
2026-06-09T10:13:34,41.32936183,19.81738546,112.4,17.3,11
2026-06-09T10:13:35,41.32944405,19.81754959,103.85,15.15,8
2026-06-09T10:13:36,41.3294238,19.81749856,112.31,19.51,12
2026-06-09T10:13:37,41.3293886,19.81745153,112.49,13.71,11
2026-06-09T10:13:38,41.32943244,19.81738037,106.89,13.37,13
2026-06-09T10:13:39,41.32943009,19.81743565,107.32,15.49,7
2026-06-09T10:13:40,41.32931386,19.81734564,107.35,17.64,8
2026-06-09T10:13:41,41.32938358,19.81739653,107.62,16.39,7
2026-06-09T10:13:42,41.32939107,19.81741893,105.04,13.05,7
2026-06-09T10:13:43,41.32940389,19.81741095,111.1,9.82,12
2026-06-09T10:13:44,41.32939983,19.81750595,107.25,16.79,11
2026-06-09T10:13:45,41.32944332,19.81733584,109.75,10.68,11
2026-06-09T10:13:46,41.32945361,19.81737593,108.26,10.56,10
2026-06-09T10:13:47,41.32936905,19.81733976,110.89,11.25,8
2026-06-09T10:13:48,41.32945997,19.81735,106.46,14.24,10
2026-06-09T10:13:49,41.3294561,19.81744809,110.86,10.66,9
2026-06-09T10:13:50,41.32945132,19.8173247,111.36,9.23,13
2026-06-09T10:13:51,41.32935944,19.81749406,112.9,11.23,12
2026-06-09T10:13:52,41.32945248,19.81742261,116.89,13.23,9
2026-06-09T10:13:53,41.32943603,19.81744565,102.68,15.91,7
2026-06-09T10:13:54,41.32948069,19.81746424,111.12,14.28,7
2026-06-09T10:13:55,41.32952265,19.81741031,107.52,9.46,10
2026-06-09T10:13:56,41.32951425,19.81751596,103.26,14.96,12
2026-06-09T10:13:57,41.32944266,19.81742828,112.95,15.36,10
2026-06-09T10:13:58,41.32943832,19.81748525,114.66,12.09,11
2026-06-09T10:13:59,41.32947096,19.8174287,108.63,10.66,12
2026-06-09T10:14:00,41.32938597,19.81746425,110.74,10.65,11
2026-06-09T10:14:01,41.3293707,19.81746382,109.78,11.77,7
2026-06-09T10:14:02,41.32942034,19.81746207,111.52,23.3,10
2026-06-09T10:14:03,41.32950529,19.81737458,113.08,10.27,9
2026-06-09T10:14:04,41.32942992,19.81747618,111.21,15.12,12
2026-06-09T10:14:05,41.32952178,19.81742238,111.21,11,10
2026-06-09T10:14:06,41.32931104,19.8174909,114.41,11.87,10
2026-06-09T10:14:07,41.3293716,19.81729153,109.42,11.03,9
2026-06-09T10:14:08,41.32944511,19.81734125,113.23,17.37,9
2026-06-09T10:14:09,41.32949627,19.81747288,107.12,15.59,9
2026-06-09T10:14:10,41.32945008,19.81758088,115.62,13.46,10
2026-06-09T10:14:11,41.32965056,19.81752868,112.58,16.11,10
2026-06-09T10:14:12,41.32944965,19.81739895,108.59,17.12,13
2026-06-09T10:14:13,41.32936958,19.81732686,102.6,10.43,10
2026-06-09T10:14:14,41.32951486,19.817502,110,16.3,9
2026-06-09T10:14:15,41.32942483,19.81744329,105.86,10.99,12
2026-06-09T10:14:16,41.32951326,19.81749185,111.05,17.52,11
2026-06-09T10:14:17,41.32945676,19.81745811,115.08,17.11,8
2026-06-09T10:14:18,41.32951377,19.81745234,110.56,15.7,11
2026-06-09T10:14:19,41.32947865,19.81766295,109.38,13.12,13
2026-06-09T10:14:20,41.32945706,19.81745053,111.2,11.79,10
2026-06-09T10:14:21,41.32947409,19.81743992,111,12.89,10
2026-06-09T10:14:22,41.32939065,19.81744301,101.73,17.23,11
2026-06-09T10:14:23,41.32946417,19.81741023,110.84,11.13,9
2026-06-09T10:14:24,41.32954904,19.81752356,112.17,14.21,10
2026-06-09T10:14:25,41.32952921,19.81742748,109.09,6.66,9
2026-06-09T10:14:26,41.32941615,19.8174989,113.42,15.09,14
2026-06-09T10:14:27,41.32948998,19.81747406,109.55,9.65,9
2026-06-09T10:14:28,41.32947736,19.81754151,112.68,8.46,9
2026-06-09T10:14:29,41.32950553,19.81748455,117.96,16.18,10
2026-06-09T10:14:30,41.32946978,19.81736768,109.66,14.88,9
2026-06-09T10:14:31,41.32945349,19.81735994,103.2,12.14,12
2026-06-09T10:14:32,41.3295306,19.81755662,108.82,12.73,10
2026-06-09T10:14:33,41.32947532,19.81741222,103.96,23.54,11
2026-06-09T10:14:34,41.3294671,19.81751415,112.14,13.18,12
2026-06-09T10:14:35,41.3295121,19.81740861,114.58,13.15,9
2026-06-09T10:14:36,41.32944749,19.81754782,112.44,16.74,11
2026-06-09T10:14:37,41.32945477,19.8173555,111.12,14.37,10
2026-06-09T10:14:38,41.3295578,19.81739562,107.74,18.15,9
2026-06-09T10:14:39,41.32947129,19.81741033,115.51,15.17,12
2026-06-09T10:14:40,41.32942366,19.81736877,112.64,17.2,10
2026-06-09T10:14:41,41.3294011,19.81737395,111,15.86,10
2026-06-09T10:14:42,41.32950772,19.81735037,110.72,16.71,9
2026-06-09T10:14:43,41.32946666,19.81742661,110.39,13.82,13
2026-06-09T10:14:44,41.3294187,19.81743462,111.58,14.93,11
2026-06-09T10:14:45,41.32949021,19.81741148,107.85,12.86,13
2026-06-09T10:14:46,41.32946377,19.81734216,115.34,16.54,7
2026-06-09T10:14:47,41.32937279,19.81755119,110.53,8.35,8
2026-06-09T10:14:48,41.32948283,19.81736622,112.1,17.05,12
2026-06-09T10:14:49,41.32951848,19.81748195,108.48,18.19,10
2026-06-09T10:14:50,41.32957793,19.81738523,111.31,17.12,10
2026-06-09T10:14:51,41.32945199,19.81751072,102.01,13.56,9
2026-06-09T10:14:52,41.32946054,19.81753174,106.09,16.12,10
2026-06-09T10:14:53,41.32952718,19.81740052,109.89,10.74,10
2026-06-09T10:14:54,41.329473,19.81750296,105.37,17.52,11
2026-06-09T10:14:55,41.32945885,19.81751422,118.54,9.38,11
2026-06-09T10:14:56,41.32941279,19.81759929,104.16,16.49,12
2026-06-09T10:14:57,41.32937375,19.81749487,111.21,16.24,12
2026-06-09T10:14:58,41.32948641,19.81747694,115.8,15.71,10
2026-06-09T10:14:59,41.32937708,19.81752463,111.68,12.12,9
