timestamp,latitude,longitude,altitude_m,horizontal_accuracy_m,satellites
2026-06-09T10:01:15,41.32748545,19.81890824,112.94,8.09,17
2026-06-09T10:01:16,41.32751608,19.81888723,113.91,6.39,16
2026-06-09T10:01:17,41.32750278,19.81887623,112.64,6.77,14
2026-06-09T10:01:18,41.32754033,19.81888754,111.37,4.37,13
2026-06-09T10:01:19,41.32748812,19.81891244,114.75,5.48,15
2026-06-09T10:01:20,41.32748259,19.81887877,112.58,4.1,17
2026-06-09T10:01:21,41.32748683,19.81889542,113.18,6.06,15
2026-06-09T10:01:22,41.32745778,19.81892768,113.99,6.79,16
2026-06-09T10:01:23,41.32748764,19.81887046,113.07,4.53,17
2026-06-09T10:01:24,41.32748296,19.81886222,113.08,9.27,14
2026-06-09T10:01:25,41.32749984,19.81887111,114.85,6.62,17
2026-06-09T10:01:26,41.32750317,19.81891189,113.27,6.29,14
2026-06-09T10:01:27,41.32753185,19.81889513,114.55,7.35,19
2026-06-09T10:01:28,41.32751413,19.81887057,113.98,4.96,16
2026-06-09T10:01:29,41.32748507,19.81890061,116.63,6.45,14
2026-06-09T10:01:30,41.32747875,19.81888875,113.74,5.12,15
2026-06-09T10:01:31,41.32750474,19.81891386,114.15,8.54,15
2026-06-09T10:01:32,41.32747033,19.81886598,114.98,4.61,17
2026-06-09T10:01:33,41.32752956,19.81887682,113.11,6.29,17
2026-06-09T10:01:34,41.32751705,19.81887505,111.85,6.69,16
2026-06-09T10:01:35,41.32748575,19.81884438,112.15,6.79,14
2026-06-09T10:01:36,41.32746208,19.81889499,112.16,5.33,14
2026-06-09T10:01:37,41.32751976,19.81889407,111.29,4.86,14
2026-06-09T10:01:38,41.32749188,19.81888681,113.57,5.35,16
2026-06-09T10:01:39,41.32753329,19.81896916,111.87,6.99,18
2026-06-09T10:01:40,41.32746365,19.8188462,113.35,5.98,16
2026-06-09T10:01:41,41.32748228,19.81887485,112.71,7.39,14
2026-06-09T10:01:42,41.32749355,19.81887718,112.93,6.92,16
2026-06-09T10:01:43,41.32749422,19.81886407,114.0,3.5,17
2026-06-09T10:01:44,41.32748474,19.81888256,112.02,6.57,17
2026-06-09T10:01:45,41.32750488,19.81889888,114.15,9.58,18
2026-06-09T10:01:46,41.32747291,19.81894152,115.82,8.19,15
2026-06-09T10:01:47,41.32749029,19.81889247,113.62,6.83,14
2026-06-09T10:01:48,41.32749519,19.81889494,111.59,4.61,18
2026-06-09T10:01:49,41.32750258,19.81888549,111.89,6.92,17
2026-06-09T10:01:50,41.32750627,19.81883263,112.55,7.31,15
2026-06-09T10:01:51,41.32747161,19.81888705,111.93,5.82,17
2026-06-09T10:01:52,41.32746387,19.81888962,111.22,6.68,17
2026-06-09T10:01:53,41.32751692,19.8189587,113.28,8.46,16
2026-06-09T10:01:54,41.3274991,19.81888255,112.6,4.91,17
2026-06-09T10:01:55,41.32747875,19.81889682,113.34,4.61,15
2026-06-09T10:01:56,41.32752217,19.81888725,115.14,7.24,16
2026-06-09T10:01:57,41.32749515,19.81885478,112.57,6.89,16
2026-06-09T10:01:58,41.32751528,19.81892123,110.87,7.74,18
2026-06-09T10:01:59,41.32749439,19.8189101,112.28,7.05,18
2026-06-09T10:02:00,41.32753208,19.81891131,114.39,5.35,18
2026-06-09T10:02:01,41.32752642,19.81886258,114.22,6.85,13
2026-06-09T10:02:02,41.32748873,19.81892905,113.93,4.49,17
2026-06-09T10:02:03,41.32751188,19.81884862,111.88,5.82,17
2026-06-09T10:02:04,41.32750586,19.8189058,114.35,6.95,17
2026-06-09T10:02:05,41.32751966,19.81895193,114.76,5.66,17
2026-06-09T10:02:06,41.3274758,19.81886069,111.75,9.9,18
2026-06-09T10:02:07,41.32750711,19.81887296,112.93,3.5,16
2026-06-09T10:02:08,41.32751432,19.81889216,116.64,5.38,16
2026-06-09T10:02:09,41.32746137,19.81887494,111.67,4.79,14
2026-06-09T10:02:10,41.32747243,19.81884496,109.93,5.15,15
2026-06-09T10:02:11,41.32745649,19.81889154,115.49,5.24,17
2026-06-09T10:02:12,41.3274901,19.81885916,115.05,4.21,17
2026-06-09T10:02:13,41.32750894,19.81890334,112.18,7.33,14
2026-06-09T10:02:14,41.32752398,19.81886344,112.8,5.38,14
2026-06-09T10:02:15,41.32749728,19.81893442,110.8,6.45,17
2026-06-09T10:02:16,41.32752686,19.81886752,113.16,5.55,13
2026-06-09T10:02:17,41.32745781,19.81897085,115.1,5.16,14
2026-06-09T10:02:18,41.32746453,19.81891354,112.02,8.71,13
2026-06-09T10:02:19,41.32749588,19.81885493,114.58,7.58,14
2026-06-09T10:02:20,41.32750445,19.81889689,113.83,3.5,14
2026-06-09T10:02:21,41.32749687,19.81892798,114.04,3.5,15
2026-06-09T10:02:22,41.32745877,19.81884439,112.13,7.76,15
2026-06-09T10:02:23,41.32749638,19.81889592,112.36,5.42,18
2026-06-09T10:02:24,41.32747375,19.81889817,109.68,3.73,16
2026-06-09T10:02:25,41.32751128,19.81891325,111.98,7.77,17
2026-06-09T10:02:26,41.32750586,19.81885538,115.09,6.45,14
2026-06-09T10:02:27,41.32748152,19.81885307,111.33,6.58,15
2026-06-09T10:02:28,41.32748985,19.81890605,111.6,7.41,17
2026-06-09T10:02:29,41.32747987,19.81889968,114.15,4.24,13
2026-06-09T10:02:30,41.32749897,19.81889843,113.72,3.75,16
2026-06-09T10:02:31,41.32751847,19.81890127,114.24,8.57,16
2026-06-09T10:02:32,41.32748216,19.81887189,110.91,4.04,16
2026-06-09T10:02:33,41.32751056,19.81889817,117.62,4.37,13
2026-06-09T10:02:34,41.32749135,19.81890001,110.81,4.67,15
2026-06-09T10:02:35,41.32748669,19.81887117,113.28,9.32,16
2026-06-09T10:02:36,41.32749992,19.81894533,112.71,6.94,14
2026-06-09T10:02:37,41.3274827,19.81890546,110.86,7.65,17
2026-06-09T10:02:38,41.32749207,19.81885774,112.33,6.49,17
2026-06-09T10:02:39,41.3274802,19.81891088,113.04,5.3,19
2026-06-09T10:02:40,41.32754013,19.81886414,111.83,7.15,14
2026-06-09T10:02:41,41.327504,19.81891481,114.69,3.87,18
2026-06-09T10:02:42,41.3274904,19.81892556,112.71,4.56,16
2026-06-09T10:02:43,41.3275079,19.81886882,110.59,7.3,15
2026-06-09T10:02:44,41.32750199,19.81892013,110.43,4.16,14
2026-06-09T10:02:45,41.32750019,19.81890441,114.09,5.92,17
2026-06-09T10:02:46,41.32751618,19.81891625,110.32,5.98,15
2026-06-09T10:02:47,41.32751911,19.81894719,113.57,5.41,15
2026-06-09T10:02:48,41.32749503,19.81888578,113.8,3.5,13
2026-06-09T10:02:49,41.32749439,19.81887127,111.21,5.26,17
2026-06-09T10:02:50,41.32750026,19.81886746,114.6,4.96,17
2026-06-09T10:02:51,41.32746222,19.81886967,109.91,6.44,17
2026-06-09T10:02:52,41.32747724,19.81889096,113.53,6.37,15
2026-06-09T10:02:53,41.32753178,19.81890306,112.93,6.77,14
2026-06-09T10:02:54,41.32753719,19.8189013,112.79,5.19,16
2026-06-09T10:02:55,41.32750161,19.81891719,110.88,6.98,16
2026-06-09T10:02:56,41.32751733,19.8188939,111.31,3.87,14
2026-06-09T10:02:57,41.32751245,19.81893535,115.91,3.5,17
2026-06-09T10:02:58,41.32756477,19.81888611,115.19,3.5,19
2026-06-09T10:02:59,41.32752792,19.81897189,114.34,5.45,17
2026-06-09T10:03:00,41.32750448,19.81891184,114.69,5.07,17
2026-06-09T10:03:01,41.32748894,19.81886936,114.52,7.38,19
2026-06-09T10:03:02,41.32747673,19.81886331,112.42,5.23,14
2026-06-09T10:03:03,41.32751093,19.818908,113.09,6.61,16
2026-06-09T10:03:04,41.32749287,19.81888782,110.35,7.42,19
2026-06-09T10:03:05,41.32748033,19.81891482,112.84,5.17,14
2026-06-09T10:03:06,41.32749498,19.818908,115.13,6.65,17
2026-06-09T10:03:07,41.32748678,19.81889241,111.81,7.7,16
2026-06-09T10:03:08,41.32753901,19.81887027,114.84,4.34,16
2026-06-09T10:03:09,41.32752379,19.81885118,113.16,6.24,17
2026-06-09T10:03:10,41.32750697,19.81888194,110.51,5.18,18
2026-06-09T10:03:11,41.327535,19.81891944,111.01,4.44,17
2026-06-09T10:03:12,41.32750848,19.81890108,114.65,3.9,13
2026-06-09T10:03:13,41.3274907,19.81885926,113.99,4.41,18
2026-06-09T10:03:14,41.3275356,19.81890008,113.18,6.29,15
2026-06-09T10:03:15,41.32751694,19.81890626,112.51,3.78,15
2026-06-09T10:03:16,41.3274871,19.81886991,113.38,5.37,16
2026-06-09T10:03:17,41.32750295,19.81889979,114.58,7.42,16
2026-06-09T10:03:18,41.3274899,19.81889714,115.66,6.87,16
2026-06-09T10:03:19,41.32748019,19.81886274,115.74,5.4,18
2026-06-09T10:03:20,41.32752359,19.81890591,113.67,8.73,17
2026-06-09T10:03:21,41.32754198,19.81891183,112.69,9.04,16
2026-06-09T10:03:22,41.3274794,19.81892691,113.26,6.24,13
2026-06-09T10:03:23,41.32751622,19.81892616,113.94,3.5,18
2026-06-09T10:03:24,41.32740543,19.81891156,113.93,7.53,18
2026-06-09T10:03:25,41.32748735,19.81887869,115.35,3.5,17
2026-06-09T10:03:26,41.32749381,19.81891096,116.81,8.41,13
2026-06-09T10:03:27,41.32748847,19.81891101,112.63,7.83,13
2026-06-09T10:03:28,41.32750545,19.81891113,116.88,8.86,15
2026-06-09T10:03:29,41.32748862,19.81900704,115.11,6.59,14
2026-06-09T10:03:30,41.32750915,19.81891291,112.82,5.66,15
2026-06-09T10:03:31,41.32750285,19.81892921,115.7,5.52,18
2026-06-09T10:03:32,41.32749903,19.81892409,116.03,5.38,16
2026-06-09T10:03:33,41.32748615,19.81891549,112.17,7.67,13
2026-06-09T10:03:34,41.32749212,19.81888782,116.12,7.27,15
2026-06-09T10:03:35,41.32751697,19.81891875,114.94,6.38,13
2026-06-09T10:03:36,41.32751189,19.81887486,117.26,5.12,13
2026-06-09T10:03:37,41.32748371,19.81889034,112.24,10.14,15
2026-06-09T10:03:38,41.32750374,19.81888329,112.36,7.57,15
2026-06-09T10:03:39,41.32751575,19.81889966,109.35,3.8,17
2026-06-09T10:03:40,41.32746978,19.81896385,114.03,5.43,19
2026-06-09T10:03:41,41.32751123,19.81884388,113.68,7.6,15
2026-06-09T10:03:42,41.32748818,19.81891728,111.99,5.0,16
2026-06-09T10:03:43,41.32751114,19.81885136,112.85,6.73,18
2026-06-09T10:03:44,41.32748568,19.8188842,110.64,7.63,15
2026-06-09T10:03:45,41.32746573,19.8189291,115.16,3.5,14
2026-06-09T10:03:46,41.32746877,19.81889978,112.12,6.04,18
2026-06-09T10:03:47,41.32750008,19.81886708,118.57,6.1,13
2026-06-09T10:03:48,41.32750377,19.81887757,112.68,5.58,16
2026-06-09T10:03:49,41.32748152,19.8189177,111.63,6.65,16
2026-06-09T10:03:50,41.32751033,19.81887731,112.26,7.19,15
2026-06-09T10:03:51,41.32746664,19.81890458,110.46,6.41,15
2026-06-09T10:03:52,41.32749645,19.81889977,113.87,5.64,17
2026-06-09T10:03:53,41.32747457,19.81887984,112.24,7.15,14
2026-06-09T10:03:54,41.32748484,19.81896019,115.04,6.27,15
2026-06-09T10:03:55,41.32749776,19.81891692,112.51,5.85,17
2026-06-09T10:03:56,41.32748036,19.81884067,115.49,4.23,16
2026-06-09T10:03:57,41.32748908,19.81890425,114.36,3.86,14
2026-06-09T10:03:58,41.32751506,19.81887999,113.05,4.2,18
2026-06-09T10:03:59,41.32748494,19.81892355,115.84,6.62,15
2026-06-09T10:04:00,41.32751135,19.81887641,114.71,6.08,18
2026-06-09T10:04:01,41.32747404,19.81889596,118.3,3.98,17
2026-06-09T10:04:02,41.32750512,19.81891384,112.26,7.17,16
2026-06-09T10:04:03,41.3275221,19.81892428,113.14,8.26,16
2026-06-09T10:04:04,41.32744807,19.81886505,115.82,5.3,19
2026-06-09T10:04:05,41.32747946,19.81889,110.22,3.59,14
2026-06-09T10:04:06,41.32750519,19.81888605,115.37,5.14,17
2026-06-09T10:04:07,41.3274903,19.81888102,113.79,7.48,14
2026-06-09T10:04:08,41.32750096,19.81895055,111.4,7.02,15
2026-06-09T10:04:09,41.32748241,19.81891158,110.55,4.82,15
2026-06-09T10:04:10,41.32749529,19.81886384,111.79,8.48,19
2026-06-09T10:04:11,41.32749058,19.81892648,108.89,8.22,19
2026-06-09T10:04:12,41.32751542,19.81896114,112.12,5.1,14
2026-06-09T10:04:13,41.32749808,19.81892995,114.12,5.09,13
2026-06-09T10:04:14,41.32749955,19.81885677,112.14,5.31,17
2026-06-09T10:04:15,41.32748532,19.81888658,115.5,5.44,15
2026-06-09T10:04:16,41.32748381,19.81893694,115.99,7.63,14
2026-06-09T10:04:17,41.32748479,19.81888034,115.3,6.84,17
2026-06-09T10:04:18,41.32750034,19.81891349,113.42,7.52,16
2026-06-09T10:04:19,41.32748492,19.81892307,108.82,7.21,19
2026-06-09T10:04:20,41.3274983,19.81887431,111.73,8.77,15
2026-06-09T10:04:21,41.32753197,19.8188993,112.74,4.61,15
2026-06-09T10:04:22,41.32750925,19.81880804,111.39,6.77,16
2026-06-09T10:04:23,41.32748668,19.81887178,112.75,3.5,17
2026-06-09T10:04:24,41.32751551,19.81889402,115.9,4.22,16
2026-06-09T10:04:25,41.32748519,19.81886554,110.04,6.09,16
2026-06-09T10:04:26,41.32745449,19.81894832,116.26,6.83,15
2026-06-09T10:04:27,41.32747398,19.81886048,114.59,6.05,18
2026-06-09T10:04:28,41.32745778,19.81888899,113.48,5.35,16
2026-06-09T10:04:29,41.32748652,19.81890547,111.72,5.62,14
2026-06-09T10:04:30,41.3274936,19.81894318,111.43,8.25,17
2026-06-09T10:04:31,41.32752499,19.81886067,110.07,5.62,14
2026-06-09T10:04:32,41.32749965,19.81893537,116.09,8.82,14
2026-06-09T10:04:33,41.32748949,19.81890236,115.77,7.39,18
2026-06-09T10:04:34,41.32750941,19.81887398,110.47,6.89,16
2026-06-09T10:04:35,41.32745221,19.81891551,112.01,4.41,17
2026-06-09T10:04:36,41.32749853,19.81890805,113.78,7.6,15
2026-06-09T10:04:37,41.3275088,19.81888519,112.46,5.46,17
2026-06-09T10:04:38,41.32746656,19.81890451,109.55,4.41,14
2026-06-09T10:04:39,41.32751622,19.81889153,111.82,6.97,15
2026-06-09T10:04:40,41.32750124,19.81890594,116.51,4.12,19
2026-06-09T10:04:41,41.32748723,19.81892178,111.94,5.06,17
2026-06-09T10:04:42,41.32750723,19.81894839,112.71,6.18,16
2026-06-09T10:04:43,41.32753836,19.81886741,110.94,9.53,15
2026-06-09T10:04:44,41.32749919,19.81896427,114.06,5.17,18
2026-06-09T10:04:45,41.32750069,19.81884708,113.21,5.51,16
2026-06-09T10:04:46,41.3274876,19.81889885,111.66,7.3,17
2026-06-09T10:04:47,41.3274805,19.81892019,110.65,4.34,17
2026-06-09T10:04:48,41.32751246,19.81891145,115.53,6.86,13
2026-06-09T10:04:49,41.32748092,19.8188856,110.11,8.01,14
2026-06-09T10:04:50,41.3274987,19.81889759,113.91,5.74,17
2026-06-09T10:04:51,41.32748862,19.8188895,109.12,7.74,14
2026-06-09T10:04:52,41.32750695,19.81888682,114.27,6.64,15
2026-06-09T10:04:53,41.3275045,19.81892822,114.75,5.1,19
2026-06-09T10:04:54,41.32751807,19.81891416,114.97,5.9,16
2026-06-09T10:04:55,41.32748918,19.81888411,112.71,5.63,17
2026-06-09T10:04:56,41.32749401,19.81892992,115.85,6.07,16
2026-06-09T10:04:57,41.32748093,19.818913,117.15,6.43,16
2026-06-09T10:04:58,41.32749132,19.8189276,112.42,7.08,14
2026-06-09T10:04:59,41.32750712,19.81892243,112.19,6.96,15
